,content,label
6800,sole surviving bridge club member didn want to win like this,1
6801,how do teach my girls to love their bodies when hate mine ,0
6802,trump not so new afghanistan strategy,0
6803,fear factor creator will heirs must eat my ashes to collect inheritance ,1
6804,how to find the right haircut for your face shape,0
6805,child favorite restaurant also dad favorite bar,1
6806,watch party monster michael alig give his first video interview since his release from prison,0
6807,wheelchair basketball game enjoyed for all the wrong reasons,1
6808,brutal reality check turns three,1
6809,how clinton donor got on sensitive intelligence board,0
6810,touring company of cats prepares for yet another day in the goddamn catsuits,1
6811,illinois considers allowing recall attempts of chicago mayor,0
6812,at least 16 dead after fire breaks out in moscow printing works,0
6813,roommate boyfriend drinking yet another can of soda,1
6814,procrastinating catholic 20 rosaries behind,1
6815,huffpost hill nazis to pound pavement skulls for trump,0
6816,commerce secretary urges nation to get in on piece of the action,1
6817,it only took 7 seconds for this kylie jenner appearance to get really awkward,0
6818,man accused of killing girlfriend on hike wanted insurance money,0
6819,lawyers are now the driving force behind mortgage scams,0
6820,nair introduces new incendiary oil for controlled burn of bikini zone,1
6821,lawyers separate mary kate ashley olsen in 17 hour procedure,1
6822,kristina reveals how she dealing with dean after bachelor in paradise ,0
6823,nation delighted by rich ass who fires people,1
6824,al qaeda no 114 killed on office depot run,1
6825,dozens injured after trains collide in pennsylvania,0
6826,washington post maine gov paul lepage is completely unhinged and should quit,0
6827,pile of dirty clothes on bedroom floor starting to mix with pile of clean clothes on bedroom floor,1
6828,someone spotted new pixar easter egg from the good dinosaur ,0
6829,childhood friend stops writing after two mails,1
6830, army of one campaign attracting troubled loners to military,1
6831,popular new amazon service just comes to your house and kills you,1
6832,some guy who not stephen colbert to deliver college commencement speech,1
6833,mother watches as her sons 2 others gunned down in chicago restaurant,0
6834,what learned from drawing my face over and over,0
6835,monkey robs jewelry store and we go bananas video ,0
6836,study 63 of all human speech occurs under breath,1
6837,mike pence won explain donald trump stance on deportations,0
6838,huckabee sanders claims playing cohen tape backward reveals hidden message exonerating trump from all wrongdoing,1
6839,unencumbered by the facts ,0
6840,donald trump cancels press event with black pastors after finding out they re not endorsing him,0
6841,area man plays imagine every time he sees piano,1
6842,climate change and children call for action,0
6843,new ups extended tracking numbers give customers updates on delivery driver location for years after package drop off,1
6844,increasingly obsessed robert mueller forces wife to dye hair blond dress like ivanka,1
6845,this immigrant teaches sewing skills to empower refugees,0
6846,woman saves 75 cents,1
6847,snack that resided in empty vending machine slot must have been delicious,1
6848,is the media selling or telling how perception management works in israel war on gaza,0
6849,melania trump responds to charlottesville clashes before president does,0
6850,clinton fumbles with submarine controls everything in german he shouts,1
6851,as chipotle tries not to make people sick it silent on one important issue,0
6852,inanimate object despised,1
6853,trump supporters are stepping up their attacks on bob mueller and the fbi,0
6854,bernie sanders planning major speech on democratic socialism,0
6855,the uk election us lessons,0
6856,usda just doing quick smell tests to inspect all the backlogged meat that piled up during shutdown,1
6857,alton sterling family demands action from baton rouge officials,0
6858,trump new afghanistan plan same as the old plan,0
6859,world jews celebrate christmas with ceremonial re murdering of christ,1
6860,annoying well adjusted friend even fucking meditating now,1
6861,iraqi troops retake the town of nimrud near historic ruins from isis,0
6862,republicans want to defund the commission that fights voting machine hacking,0
6863,jay is being sued for 18 million over his cologne,0
6864,clinton dragged up on stage to sing sweet home alabama with the band,1
6865,girl finally speaking up enough for people to critique her speaking voice,1
6866,gop recommends americans set aside income from one of their jobs to pay for healthcare under new bill,1
6867,man hammers 38 nails with his skull in pursuit of world record,0
6868,boy stops worshipping dad at record age of 3,1
6869,hundreds of miniature sean hannitys burst from roger ailes corpse,1
6870,kids sue the government for not protecting them from climate change,0
6871,reince priebus smiles shakes head while flipping through old briefing on gop plans for 2016,1
6872,trump says his attitude toward syria changed with chemical attack,0
6873,steven spielberg claims he dislikes black actors to get out of cannes jury duty,1
6874,news roundup for april 17,0
6875,employee executes daring 3 30 m escape from office,1
6876,objection your honor,0
6877,arkansas gets permission to enforce voter id law in primaries,0
6878,grandfather seems proud of how many people polio killed,1
6879,noah cyrus makes her late night debut belting out make me cry ,0
6880,sauce spatter analysis allows investigators to reconstruct horrific grisly consumption of meatball sub,1
6881,playtex unveils new line of quick dissolving tampons,1
6882,guy at house party must be at least 32,1
6883,pope francis beats confession out of uncooperative catholic,1
6884,bernie sanders stresses common good in vatican attack on capitalism,0
6885,eco conscious marketing firm developing alternative sources of synergy,1
6886,heat rises for fbi director james comey as both campaigns demand email answers,0
6887,microsoft signs justice dept attorney to 350 million endorsement deal,1
6888,nation sisters issue annual report on dealing with dad,1
6889,tabloid reveals pete davidson kate beckinsale only dating as pr stunt to promote new york rangers,1
6890,we need more college graduates,0
6891,an unexpected health consequence of the california drought,0
6892,writer unwilling to admit his screenplay perfect fit for justin long,1
6893,president trump compliments kim jong un makes case for north korean nukes,0
6894,holiday season perfect for big change in your hair style,0
6895,report on surface glenbrook oh small town like any other,1
6896,holly madison releasing memoir about life in the playboy mansion,0
6897,kurt angle in royal rumble seth rollins teases huge wwe debut wrestletalk news jan 2017,0
6898,we got top pollsters to recount the most bizarre things they ve ever polled,0
6899,doctors restore ken burns full color vision after removing massive tumor from filmmaker visual cortex,1
6900,you won believe why this man license was suspended,0
6901,report nurse who fought ebola quarantine to leave maine,0
6902,pope francis spends weekend installing stained glass storm windows in st peter basilica,1
6903,report more companies offering paid maternity leave to mothers who complete 3 months of work ahead of time,1
6904,blood drenched sarah koenig announces topic for upcoming season of serial ,1
6905,nation idiots announce plans to jump off their roofs into pile of snow and break their fucking legs,1
6906,after the march for science it time to get political,0
6907,academy awards viewership hit record low this year,0
6908, the onion hires several pastry chefs away from entenmann to form new bakery,1
6909,3 lessons for america from christian bale moses,0
6910,with big names like the cure and grimes shining at bestival toronto it was the details and even michigan born techno artist that made it wonderland,0
6911,local band attempts to track down mysterious visitor to its website,1
6912,marvel shares first look at netflix daredevil ,0
6913,new pixar employees required to watch adorable sexual harassment video,1
6914,taylor swift now dating james holmes,1
6915,you won even miss the meat with these delicious vegetarian sandwiches,0
6916,director paul feig says men have to speak out after weinstein sexual assault allegations,0
6917,joan rivers died like she lived shocking people,0
6918,child unaware just how many of his toys intended to steer him away from homosexuality,1
6919,facebook reportedly working on healthcare features and apps,0
6920,how this journalist forced officials to release the laquan mcdonald video,0
6921, snl just gave game of thrones an eighth kingdom,0
6922,study finds high school students retain only one third of obsolete curriculum over summer,1
6923,this hummus has secret ingredient supermarkets don want to sell,0
6924,suspect arrested in connection with college basketball player death,0
6925,new study finds being on cover of people magazine best predictor of revealing all,1
6926,palestinian shot dead after stabbing israeli trooper,0
6927,trump confirms all violent options on the table in venezuela,1
6928,cash strapped moviepass limiting new users to one movie filmed in ceo backyard per month,1
6929,landmarks turn blue for world autism awareness day,0
6930,victoria secret introduces 3 inch patch of satin to place anywhere on body,1
6931,blotting of ken olin from human memory delayed several years,1
6932,chuck cheese announces new lower prices but the restaurants will be dirtier,1
6933,man dying from cancer spends last good day on phone with insurance company,1
6934,a dirty little secret about my sex life,0
6935,the ultimate goal in grief embracing new life,0
6936,this dad just proved sexist double standard without saying word,0
6937,comics and celebs pick their favorite snl sketches,0
6938,radical islamist preacher anjem choudary found guilty of supporting isis,0
6939,that historic middle class tax cut trump promised still just promise ,0
6940,g7 unable to get deposit back on shipment of g8 summer getaway shirts,1
6941,friend hosting super bowl party confirms there still plenty of room on floor,1
6942,john kelly takes responsibility for failing to properly silence victims,1
6943,journalist wondering where to mention getting yelled at by s president in article,1
6944,this usain bolt fan totally wins the cheering olympics,0
6945,these photos of real kitchen disasters prove we ve all been there,0
6946,beyoncé iconic post pregnancy dress is unexpectedly from menswear collection,0
6947,israel soldier thought captured is dead more fighting imminent,0
6948,breaking cousin mark coming after all,1
6949,age defying makeup tips for women over 50,0
6950,watch tennis star mirjana lucic baroni delivers the world greatest motivational speech,0
6951,psa on funny or die shows the absurdity of valuing all opinions equally,0
6952,dear conservatives let not ruin 2015 like we ruined 2014,0
6953,ivanka trump goofs up on tax law in her televised boast,0
6954,3 tips to ensure peaceful thanksgiving,0
6955, juno writer says it definitely not an anti choice movie ,0
6956,africa is inspiring these chinese transplants to reflect on their culture,0
6957,instagram influencers are all starting to look the same here why ,0
6958,protesters ejected from donald trump rally after holding up pocket constitutions,0
6959,how wilmer valderrama helped make from dusk till dawn featured attraction at this year universal studios halloween horror nights,0
6960,giants fan visiting philadelphia feels betrayed by bud light ad for eagles,1
6961,slick rick praises the first ever global hip hop day,0
6962,busy schedule forces vladimir putin to move up election win couple days early,1
6963,overeager simpleton destroys that which he loves most,1
6964,5 months of college research outweighed by weekend visiting friend at penn state,1
6965,the middle east after isis,0
6966,police say conditions too nippy to rescue missing hiker,1
6967,trump used twitter to defend alleged abusers but not to congratulate s medal winners,0
6968,iraqi catholic bishop still has vivid memories of mosul fall,0
6969,scientists close to developing life saving vaccine that they can rub in faces of their doubters,1
6970,5 questions to measure the feasibility of your startup idea,0
6971,study finds majority of urban households located in roller rink deserts,1
6972,eric cantor pressuring wife to try new political position,1
6973,kofi annan places 4 000 pound wreath on mass grave,1
6974,the global deal new economic consensus,0
6975,is china partner or predator in africa it complicated ,0
6976,everything you need to know before riding road bike,0
6977,aides clip toenails wash hair of mumbling bedsore ridden trump as president enters 155th straight hour of watching cable news,1
6978,watch kristin davis sex and the city nightmare sketch come true,0
6979,vatican on sex abuse report listen no normal person is going to sign up to be priest ,1
6980,nation puts 2016 election into perspective by reminding itself some species of sea turtles get eaten by birds just seconds after they hatch,1
6981,princeton students protest protesters,0
6982,at the women convention clear message follow black women in 2018,0
6983,facebook we will make our product worse you will be upset and then you will live with it ,1
6984,gorgeous new nasa image shows earth rising over the moon,0
6985,adam levine performs lost stars with maroon 5 at the oscars,0
6986,what should we believe marco rubio or math ,0
6987,sarah huckabee sanders flatly rejects jim acosta assertion that he jim acosta,1
6988,this week in world war january 3 9 1915,0
6989,are you an achievment junkie why it so hard to stop working so hard,0
6990,al qaeda chief calls for more kidnappings,0
6991,alec confidential inside the secretive group annual conference,0
6992,no not trump not ever,0
6993,san francisco begins providing attorneys for immigrants who can afford them,0
6994,kirk douglas rings in the big 100 with birthday bash worthy of legend,0
6995,we like to get our hands on these stephen colbert col bears ,0
6996,senior citizen keeps mind active by contemplating death,1
6997,new york prepares for protests as grand jury reviews eric garner death,0
6998,freshman bares her soul to entire dorm floor in first week,1
6999,lin manuel miranda childhood letters are way too real for people who hated summer camp,0
7000,reporter for high school newspaper most professional journalist in nation,1
7001,egypt plunges into state of middle east,1
7002,these gifs of shia labeouf watching his own movies show how each gop candidate did on tuesday,0
7003,buying everything hairstylist recommends would cost 8 000,1
7004,this rescue pit bull made his bed every day while waiting to be adopted,0
7005,walletless biden found handcuffed to bedpost,1
7006,world oldest yoga teacher says she doesn plan on growing up ,0
7007,trump claims waterboarding doesn come close to the excruciating torment he experiences at every moment,1
7008,great lover also great at slinking out,1
7009,hundreds of people who will die before christmas really excited for holiday season,1
7010, deadpool 2 trailer debuts josh brolin cable and other citing mutants,0
7011,hillary clinton hits trump administration for approach to lgbtq issues,0
7012, but fox wouldn eat gingerbread that one precocious little asshole reports,1
7013,it 2016 do you know where your bombs are falling ,0
7014,couple going at it like tired sexually incompetent rabbits,1
7015,regarding and remembering susan sontag,0
7016,this is what boy scouts intolerance to transgender people is doing,0
7017,voter turnout reaches all time low of 17,1
7018,travel channel blows its bed and breakfasts of new england wad,1
7019,script could use another pass mom says,1
7020,senators visit cuba hoping congress will ease restrictions,0
7021,football black eye,0
7022,how to find secret discounted airfare,0
7023,real estate insiders to keep close eye on newborn sired by 3 time re max sales champion,1
7024,north korea may test launch missile around donald trump inauguration south korea warns,0
7025,motion picture academy releases complete list of films that can be enjoyed without supporting sexual predator,1
7026,kushner following trump orders on secret link with russia ex cia official suggests,0
7027,long shot push to force senate to confirm merrick garland fails in federal court,0
7028,10 super annoying things we can help but whine about,0
7029,visit home reveals parents currently watching previously undiscovered game show,1
7030,the 47 percent on steroids with hit of koch,0
7031,embarrassed whale panicking about huge barnacle outbreak before date,1
7032,gay war hero awarded posthumous dishonorable discharge at white house ceremony,1
7033,trans author why don believe anyone should transition in the public eye,0
7034,fda to screen all donated blood for the zika virus,0
7035,old friends from high school meet up every year to say names of former classmates,1
7036,these ionceoverheard tweets will make you feel like genius,0
7037,a queer woman embarks on unusual quest for acceptance in new film,0
7038,american gladiator still insists friends call him turbo ,1
7039,paintings of feminist protestors celebrate the women who bare it all to fight back,0
7040,more american children are doing yoga than ever before,0
7041,new yorker releases cover it would have run if hillary clinton had won,0
7042,bb and me emotional intelligence,0
7043,livestock happiest healthiest attendees of state fair,1
7044,romney enchants nation with lovely concession song,1
7045,look out there a staff shake up looming for the white house,0
7046,researchers find human beings naturally evolved toward monogamy and carrying on fun little flings on side,1
7047,the fascinating case for eating lab grown meat,0
7048,mccain courts youth vote with lengthy speech on forbearance morality,1
7049,chicago just fired an investigator trying to hold cops accountable for unjustified shootings,0
7050,stop thinking just move combatting ocd,0
7051,hannibal buress arrested for disorderly intoxication in miami,0
7052,chewbacca just got himself chewbacca mom mask,0
7053,2 men indicted in bacon vandalism at islamic center,0
7054,peaceful protest interrupted by swarm of aggressive black clad militants,1
7055,how to get out of bad mood,0
7056,billionaire paul allen yacht wrecks cayman islands coral reef,0
7057, trust no one talk with jayne ann krentz,0
7058,kim jong un wife on nuclear threats this isn the man was forced to marry ,1
7059,wal mart shoppers mocked by target shopper,1
7060,fast learning new hire gains quick grasp of how terrible job is,1
7061,area man puts on some nice pants for once in his life,1
7062,donald trump sold his investment in carrier parent company transition team says,0
7063,arizona high schools to now teach spanish entirely in english,1
7064,the word project maps hundreds of gender stories,0
7065,the consumer financial protection bureau government agency for promoting growth,0
7066,quincy suspects murder,1
7067,video highlights the kind of breastfeeding shaming we don really talk about,0
7068,spatial skills abandon area man during search for correct tupperware lid,1
7069,saltless pretzel hangs alone in bulb heated rack,1
7070,secretary of the ulterior clearly vying for better cabinet position,1
7071,maybe the gop establishment should have embraced john kasich sooner,0
7072,are you present and mindful is your inner baby monitor on ,0
7073,graffiti artist completes masterwork still life of marijuana leaf ,1
7074,twitter users call s on donald trump tweet about mueller indictments,0
7075,washington governor we are not afraid to take action on guns,0
7076,pier 1 issues formal apology for rattan death march,1
7077,oscar meyer introduces new wiener mobility scooter,1
7078,the oldest people in the world share their secrets,0
7079,syrian refugees halted by trump travel ban make long awaited reunion with family,0
7080,jimmy kimmel uses theater to make sense of donald trump border troops plan,0
7081,heroes for homeless kids celebrate in aurora,0
7082,uber driver denies ride to woman in labor still charges 13,0
7083,zoologists thrilled after successfully getting pair of bengal tigers to 69 in captivity,1
7084,we aren doing enough to help syrian refugees but how much more can we do ,0
7085,coke party takes couple minutes to get going,1
7086,what makes bill gates feel stupid ,0
7087,explosive illusions,0
7088,eli broad it news to me m buying the la times,0
7089,steven tyler weathered the storm in new york and ended up on cnn,0
7090,why took my baby to millionsmarchsf,0
7091,10 things to keep in mind when telling your kids about the divorce,0
7092,gop candidates fiercely divided over how much voltage border wall should be electrified with,1
7093,trans in trumpland election victories signal hope,0
7094,jennifer lawrence and aziz ansari give new meaning to friendshipgoals,0
7095,ice agents hurl pregnant immigrant over mexican border to prevent birth on s soil,1
7096,child on first day at refugee camp misses dead parents,1
7097,republican congressman tells cub scouts he ll support trump no matter what crazy things he says ,0
7098,blake lively explains the touching reason she joined the women march,0
7099,this designer is giving the olsen twins run for their money,0
7100,rebel wilson sings the google translate versions of classic holiday songs,0
7101,justice department sues to block at s merger with time warner,0
7102,trump game plan,0
7103,terrorism storylines being added to tv shows as quickly as they were dropped,1
7104,13 babies pose underwater for magical photo series,0
7105,the one question that captures the bittersweet reality of divorce,0
7106,greece rescues hundreds of migrants from sinking ship off crete,0
7107,slightly larger chair shifts delicate balance of office power,1
7108,scientific research just won huge victory in the age of trump here how ,0
7109,man pretty sure he could run this company into ground way better than boss,1
7110,old dryer abandoned by train tracks now vital part of ecosystem,1
7111,toaster really hitting its stride recently,1
7112,unhappy couple staying together for one of their children,1
7113,police find recorded confession on austin bomber cellphone,0
7114,stressed out sean hannity buys 12 little cabins in maine to get away from it all,1
7115,why taking risk is must for creativity,0
7116,hillary clinton drops into detroit as democrats get nervous about black turnout,0
7117,man praying interviewer doesn ask any questions,1
7118,government closes case on ufos after determining sightings just routine psylandorian patrol ships,1
7119,5 trips every bookworm should take,0
7120,rest of evening spent declaring asshole not going to ruin evening,1
7121,jay gives shout out to his shareholdaz,1
7122,author accepts award on ghostwriters behalf,1
7123,why we re lucky if we get to be old,0
7124,entertainment history buffs re enact battle of the network stars,1
7125,edge of tomorrow as spiritual travel metaphor,0
7126,newborn constantly terrorized by horrifying shapeless blobs,1
7127,sorry but marvel and star wars films are leaving netflix,0
7128,satyajit ray apu trilogy premieres at moma again,0
7129,stunning day of the dead portraits capture the holiday unique beauty,0
7130,2018 is already off to violent start,0
7131,here how older generations are ruining the workplace,0
7132,detroit unveils new half ton 400 horsepower motown singer,1
7133,why justin bieber was baptized in an nba player bathtub,0
7134,huffpost rise what you need to know on may 5,0
7135,20th century fox paramount have no female directors through 2018,0
7136,fbi reveals maria butina traded sex in exchange for all 62 984 828 votes trump received in 2016,1
7137,pope francis attends outdoor mass in cutoff denim vestments,1
7138,family dog ignored for 11th straight year,1
7139,face of jesus seen on miracle hippie,1
7140,woman dozing at coffee shop has that dave eggers sex dream again,1
7141,star trek introduces alien character with totally different forehead wrinkles,1
7142,gladys knight sues to remove name from chicken and waffle restaurant,0
7143,charlotte police killing leaves city on edge,0
7144,miranda lambert just got engaged to the most adorable little fan,0
7145,trump boys proud after mailing in hand drawn republican ballots to north pole,1
7146,entire shopping mall quietly dreading whatever empty stage set up for,1
7147,man obituary accompanied by photo of him dressed as wizard,1
7148,icymi who faces more sexism female politicians or lab rats ,0
7149,california to release all prisoners who seem nice enough,1
7150,embed routines and rituals principle no 5 of the 7 principles of personal effectiveness ,0
7151,two coasts one problem in florida gop leaders think voters are stupid,0
7152,weird looking guy somehow manages to look normal in facebook profile picture,1
7153,dnc takes out full page ad thanking alabama working class white voters,1
7154, the natural not on tv often enough for area dad,1
7155,new employee finally around long enough to be deemed incompetent,1
7156,trump does not acknowledge or respect doj independence that can end well ,0
7157,switching to renewables will save millions of american lives,0
7158,palestinian family trapped under rubble thrilled to hear gaza trending on twitter,1
7159,josh earnest first wh briefing didn end so well,0
7160,amy schumer makes it official with her new chef boyfriend,0
7161,millions participate in cuban version of survivor,1
7162,jimmy fallon treats sienna miller and anthony bourdain to some really terrible food,0
7163,shots reported for 2nd day at mississippi military site,0
7164,breathalyzer big hit at cop party,1
7165,fbi warns republican memo could undermine faith in massive unaccountable government secret agencies,1
7166,researchers uncover brain region associated with generosity,0
7167,world eating leviathan awoken from 500 million year slumber in martian underground lake after feeling sonar disturbance,1
7168,report airlines installing uncomfortable bumps in seatbacks because it pleases them,1
7169,hentai message board features surprisingly close knit supportive community,1
7170,seth meyers spoof trump mingle app wants to make america date again,0
7171,fox news radio host todd starnes deems chick fil the official chicken of jesus ,0
7172,new series on the secret life of muslims aims to subvert stereotypes,0
7173,man streak of getting great parking spot ends at 37,1
7174,american idol winner already complaining about pressures of fame,1
7175,kushner frantically searching desk drawer for bold solutions to today most pressing issues,1
7176,obama fantasizes about ordering drone strike against self on last day of presidency,1
7177,science fiction novel posits future where characters are hastily sketched,1
7178,woman alleges donald trump groped her at 1998 tennis tournament,0
7179,cia headquarters disappears,1
7180,guantanamo bay begins construction on senior care wing,1
7181,eric holder announces least controversial decision of tenure,1
7182,women rewrite the constitution in jay s family feud directed by ava duvernay,0
7183,making the road in new york model for work family policy change,0
7184,report typical city bus contains no fewer than four erections at any given time,1
7185,bill maher says pride and prejudice won out in uk brexit vote,0
7186,this was the 2014 met gala on twitter,0
7187,navy sailor surprises 7 year old daughter at football game,0
7188,why the affordable care act hasn gone far enough,0
7189,food critic wife makes the best lasagna she possibly can,1
7190,marvel new she hulk reminds us that anger can serve purpose,0
7191,offbeat squirrel in park garnering cult following,1
7192,this is how steve urkel happened,0
7193,devotees visit ihop to get foreheads marked with syrup cross on national pancake day,1
7194,report you re actually saving money with roller rink membership,1
7195,joe biden son dead at 46,0
7196,here how trump rage campaign opened the door to the james comey firing,0
7197,allergy sufferer dies after being stung by dog,1
7198,frat brothers draw all over pledge who passed away at party,1
7199,councilman calls on baltimore rappers to inspire students,0
7200,sinclair broadcasting orders local anchors to record bizarre hostage video,0
7201,lena waithe stuns at met gala as queer superhero,0
7202,what special olympians taught timothy shriver about real fun,0
7203,troubling report finds millions of americans forced to make ends meet by getting up and going to work every day,1
7204,eric trump leaves plate of seared foie gras outside bedroom door of despondent donald trump jr ,1
7205,another disgusting operation proves john mccain is healthy,1
7206,know what weird thing man did with mannequin it fark weird news quiz time ,0
7207,trump dismisses accusers as women,1
7208,every time area man drops by friend is watching the big lebowski,1
7209,single napkin accompanying takeout order presumes man eats anything like human being,1
7210,arab american actually kind of enjoys always having 2 bus seats to self,1
7211,gulag themed holidays are all the rage in sunny siberia,0
7212,sixth grader family tree fails to hold up to scrutiny,1
7213,fighting gets worse in yemen despite saudi pledge to halt campaign,0
7214,man who said yes to life found with mountain bike at bottom of gorge,1
7215,cardinal law canonized following miracle of escaping criminal prosecution,1
7216,area man thinks movie he saw should have been nominated,1
7217,let food truly be your fuel,0
7218,revealing spring attire reminds man he nothing more than weak hormonal ogre,1
7219,seven foot tall animatronic rodent terrifies birthday boy,1
7220,mainstream media at it again bloggers report,1
7221,study pretending everything okay works,1
7222,family thought grandfather might enjoy watching worst little league game imaginable,1
7223,area russian to hug you,1
7224,success secrets from sports psychologist,0
7225,lawmakers seek investigation of al jazeera amid israel documentary controversy,0
7226,want to watch your entire life pass by in an instant just do this,0
7227,12 items to wear on first date if your goal is to remain single,0
7228,this year primary left most voters with lower opinion of the gop,0
7229,20 lessons of the 20th century for trump america,0
7230,frustrated hope hicks wishing she could find one nice guy in this autocratic personality cult,1
7231,college senior holding out hope that internship will lead to class action lawsuit,1
7232,comey suddenly realizes entire book just subconscious defense mechanism to hide his true feelings,1
7233,evangelical church strips away all the frills and pomp of catholic molestation,1
7234,study 84 of couples who walk around exploring new neighborhood never make it home,1
7235,silicon valley startup seeks to change the way women flee tech industry,1
7236,nation middle class chillingly reappears out of nowhere,1
7237,everyone who started watching mad money in 2005 now billionaires,1
7238,photojournalist spends month in oval office blind to capture images of obama in natural habitat,1
7239,world physicists complete study of physics,1
7240,10 places you wouldn have gone 10 years ago,0
7241,spanish government threatens to impose direct rule in catalonia,0
7242,nation was kind of hoping for different outcome when concerned citizens came together to make voices heard,1
7243,the trump russia story has only just begun to explode ,0
7244,despite trump federal tort reform makes hasty retreat,0
7245,bill nye says empathy is necessary for human survival,0
7246,vacationing bush accepts republican nomination via live satellite feed,1
7247,introducing the pineapple christmas tree our new favorite holiday tradition,0
7248,one hint about how to form new habit don overthink it ,0
7249,john edwards pays 30 to register edwards2016 com just in case,1
7250,with mia love election we re still not post racial,0
7251,moving forward ,0
7252,report half of all americans probably should have thought of that before they opened their mouth,1
7253,how seriously does your nonprofit board take the matter of ethics ,0
7254,get away jordan eulogy for jordan edwards,0
7255,new study finds best sunscreen is layer of human blood,1
7256,daddy yankee becomes first latino artist to reach no 1 on spotify,0
7257,iowa restaurant patron can remember every breakfast ruined by presidential candidates,1
7258,why does this town have two grenade launchers ,0
7259,historical archives brief bring you up to date ,1
7260,rosie donnell is leaving the view after split from wife,0
7261, family groups praise president trump decision to roll back trans rights,0
7262,theater nathan lane and matthew broderick kings of comedy again wonderfully curious ,0
7263, one day at time actor pat harrington jr dead at 86,0
7264,typo in proposition 8 defines marriage as between one man and one wolfman ,1
7265,a mother day tribute to my mother in law,0
7266,3 steps to planning the perfect road trip,0
7267,baby jesus stolen from live nativity,1
7268,democrats unveil 324 million new slogans to appeal to each s resident individually,1
7269,pentagon to withhold budget figures out of respect for american families,1
7270,how the rise of the middle class shaped american folk art,0
7271,paleontologists we ve been looking at dinosaurs upside down ,1
7272,west virginia revokes approval of mountain valley pipeline as legal terrain shifts,0
7273,obama no option off the table except snatching iran leaders with hook lowered from plane and flying them to washington,1
7274,love for jesus inspires honk,1
7275,acoustic guitar wielding trump tells congress this here the story of america ,1
7276,photo of masked gunman released,1
7277,diphtheria excited about possibility of new outbreak,1
7278,ian mckellen says actresses used to proposition directors for sex,0
7279,i still stumble over the question how many children do you have ,0
7280,newt gingrich it an honor to address crowd that shares my utterly bizarre and unhealthy obsession with hillary clinton ,1
7281, new york times apologizes for running anti semitic comic strip shylock the shyster for past 37 years,1
7282,media intern looking forward to moving up at company that won exist in 8 months,1
7283,following trump lead gop shifts from russia revelations to attack on leaks,0
7284,jogging suit shortage threatens nation seniors,1
7285,sculpture of stereotypical italian chef proof of pizzeria high standard of excellence,1
7286,husband points out that he vacuumed,1
7287,4 couscous recipes for every meal of the day,0
7288,no one quite sure why 8 year old has voice of lifelong chain smoker,1
7289,man has absolutely no clue how old anyone he knows is,1
7290,white liberals celebrating tomi lahren daily show interview are missing the point,0
7291,13 tough life situations and the perfect books to get you through,0
7292,retail group spoofs ferris bueller in ad bashing donald trump tariffs,0
7293,coworkers pull off daring one hour lunch break,1
7294,detective trying to get into mind of litterer,1
7295,man always insists you toss him keys rather than just hand them to him,1
7296,new louisiana abortion law requires fetuses be given jazz funeral march through the french quarter,1
7297,new tsa precheck program offers expedited interrogations for muslim passengers,1
7298,pfizer unveils new double sided epipen for lovers,1
7299,the truth about homepage sliders,0
7300,trump the only way to find out what happened at the saudi consulate is to send in more journalists one at time ,1
7301,katie couric flirts with cardinal on air,1
7302,i couldn love myself so loved my self judgment,0
7303,man excited to spend weekend back home catching up with old video games from high school,1
7304,pizza hut new hut swag lets you wear your obsession on your sleeve,0
7305,mick mulvaney supporter of 2013 government shutdown blames obama for that one,0
7306,face it ted cruz won the republican debate,0
7307,progressive democrats met secretly with iranian diplomat in december,0
7308,5 ways to trick your inner critic,0
7309, get tivo friend solution to everything,1
7310,pregnant wife has no idea which jonas brother she married,1
7311, walking dead writers regret naming every single character rick ,1
7312,big day at the united nations,0
7313,record breaking rainstorms pummel carolinas,0
7314,the nightmare of gaza continues,0
7315,trump hails gorsuch as fierce protector of future amendment allowing president to temporarily suspend right to assemble,1
7316,randy and erika jackson split after 18 years of marriage,0
7317,reverend blessed with nine inch penis,1
7318,donald trump is unqualified to be president majority of american voters say,0
7319,pilot tells passengers he about to try something,1
7320,trump strain on free speech,0
7321,republican mississippi senator long political past holds clues his time may be up,0
7322,are we prepared for president obama free community colleges ,0
7323,report this week all fucking hell breaking loose projected to be 30 more insane than last week complete shitshow,1
7324,3 networking tips for your summer weekends,0
7325,more cops have been charged for shootings this year but there much more work to be done,0
7326,area man never in mood to do things he hasn done before,1
7327,empty yogurt cup completes tableau of used food containers on single man windowsill,1
7328,3 unique and unusual tips to be financially fit in 2015,0
7329,6 year old shits out half assed hand turkey,1
7330,how to know when to dial your confidence up or down,0
7331,donald trump to skip naacp convention,0
7332,jake hyland of kansas city mo chosen as nation designated survivor in case rest of country wiped out during presidential address,1
7333,couple nervous to admit they met online in comments section of how to iron shirt video,1
7334,lady gaga is rock god on cover of new single perfect illusion ,0
7335, be aware is the anthem for self serving millenial activism,0
7336,heroic goldfish given viking flushing,1
7337, mapplethorpe documentary directors reflect on the artist and their film,0
7338,another gop congressman calls for special prosecutor to probe russia election meddling,0
7339,ken lay corpse sentenced to prison,1
7340, the scream returns from two year vacation relaxed,1
7341,watch college students surprise beloved cafe worker with dream trip to disney,0
7342,25 year old goes on raucous immunization binge on night before losing parents health insurance,1
7343,another mass shooting and more prayers america has officially given up ,0
7344,nra ominous but misleading appeal,0
